,CustomerID,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phones,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
0,-1.731743188206258,-0.7339894358331832,1.4697709592339467,-1.1463790064465669,0.09265390767375757,-0.6729001566106634,-0.772992409131072,1.8526164910200327,1.5842900815015346,-1.3018492051846484,-0.3859400367006511,-0.6814231238830277,0.1514364844998699,-0.3501050442396749,True,False,True,False,False,False,False,True,False,False,False,True
1,-1.7311278948368471,-0.1357035629881243,-0.7152859460966897,-0.90672085653126,0.09265390767375757,0.3037504960621994,-0.048392465173706926,1.078429751777666,1.5842900815015346,-0.1878723034155825,-0.9243053505323323,-0.6814231238830277,-1.2490027529085863,-1.1429571803794634,True,False,False,False,True,True,False,False,True,False,False,True
2,-1.7305126014674366,-0.1357035629881243,-0.7152859460966897,1.7295187925371156,-1.32485016896552,0.3037504960621994,-0.048392465173706926,0.6913363821564827,1.5842900815015346,-0.46636652885784896,-0.9243053505323323,-0.6814231238830277,-0.4087392104635126,-1.1632867223317656,True,False,True,False,False,True,False,False,True,False,False,True
3,-1.729897308098026,-1.2126181341092304,1.4697709592339467,-0.06791733182768596,-1.32485016896552,0.3037504960621994,1.4008074227410234,1.4655231213988493,-0.631197538680691,2.0400815001225494,-0.9243053505323323,-0.6814231238830277,-0.4087392104635126,-0.8786731349995339,True,False,True,False,False,True,False,True,False,False,False,True
4,-1.7292820147286152,-1.2126181341092304,-0.7152859460966897,-0.42740455670064625,0.09265390767375757,-0.6729001566106634,1.4008074227410234,-0.4699437267070671,-0.631197538680691,-1.3018492051846484,-0.3859400367006511,-0.6814231238830277,-0.4087392104635126,-0.959991302808743,True,True,False,False,False,True,False,False,True,False,False,True
5,-1.7286667213592046,-1.2126181341092304,-0.7152859460966897,0.7708861928758881,0.09265390767375757,1.2804011487350622,1.4008074227410234,-0.8570370963282503,1.5842900815015346,1.761587274680283,1.2291559047943925,1.0552958382996096,0.7116121794632524,-0.7770254252380225,False,False,True,False,False,False,False,False,True,False,False,True
6,-1.728051427989794,-0.1357035629881243,1.4697709592339467,-0.5472336316582997,-1.32485016896552,-0.6729001566106634,-0.772992409131072,-0.08285035708588379,-0.631197538680691,-0.46636652885784896,-0.9243053505323323,-0.6814231238830277,-1.2490027529085863,-1.1429571803794634,True,False,False,False,False,True,False,True,False,False,False,False
7,-1.7274361346203833,-0.1357035629881243,-0.7152859460966897,-1.1463790064465669,0.09265390767375757,-0.6729001566106634,-0.772992409131072,-0.4699437267070671,1.5842900815015346,0.090621922026684,0.15242527713103013,-0.3340793314465002,-1.2490027529085863,-1.1022980964748588,True,True,False,False,False,True,False,False,True,False,False,False
8,-1.7268208412509727,0.34292513528792284,1.4697709592339467,-0.7868917815736066,0.09265390767375757,0.3037504960621994,-0.048392465173706926,-0.8570370963282503,1.5842900815015346,-0.46636652885784896,-0.9243053505323323,-0.6814231238830277,-0.6888270579452038,-1.0209799286656498,True,False,False,True,False,True,False,False,True,False,False,False
9,-1.726205547881562,-0.1357035629881243,-0.7152859460966897,1.849347867494769,-1.32485016896552,1.2804011487350622,-0.048392465173706926,-0.8570370963282503,-0.631197538680691,-1.023354979742382,-0.3859400367006511,-0.6814231238830277,-0.9689149054268951,-1.1022980964748588,True,False,True,False,False,True,False,False,True,False,False,True
10,-1.7255902545121515,-0.7339894358331832,-0.7152859460966897,0.29156989304527436,-1.32485016896552,-0.6729001566106634,-0.048392465173706926,-0.8570370963282503,-0.631197538680691,-0.1878723034155825,3.9209824739527988,4.181389970228357,0.9917000269449436,2.394383119321131,True,False,False,False,False,False,False,False,False,True,False,False
11,-1.7249749611427407,0.10361078614989928,-0.7152859460966897,-1.1463790064465669,0.09265390767375757,0.3037504960621994,-0.048392465173706926,2.239709860641216,1.5842900815015346,-0.7448607543001154,-0.9243053505323323,-0.6814231238830277,-1.2490027529085863,-0.47208229595348855,True,False,True,False,False,True,False,False,False,False,False,True
12,-1.7243596677733302,-1.2126181341092304,-0.7152859460966897,-0.5472336316582997,-1.32485016896552,-0.6729001566106634,-0.048392465173706926,-0.8570370963282503,1.5842900815015346,-0.7448607543001154,0.15242527713103013,-0.3340793314465002,-0.6888270579452038,-0.8786731349995339,True,False,False,False,False,True,False,False,True,False,False,True
13,-1.7237443744039196,-1.2126181341092304,-0.7152859460966897,-0.06791733182768596,0.09265390767375757,0.3037504960621994,-0.048392465173706926,-1.2441304659494337,1.5842900815015346,0.3691161474689505,-0.9243053505323323,-0.6814231238830277,-1.2490027529085863,-0.8786731349995339,True,True,False,False,False,True,False,False,True,False,False,False
14,-1.7231290810345088,-0.1357035629881243,1.4697709592339467,-0.06791733182768596,0.09265390767375757,0.3037504960621994,-0.772992409131072,-0.8570370963282503,-0.631197538680691,0.090621922026684,-0.9243053505323323,0.36060825342655467,0.7116121794632524,0.38175846604320673,True,True,False,False,False,True,False,False,False,False,False,True
15,-1.7225137876650982,-0.1357035629881243,0.37724250656862857,-0.42740455670064625,0.09265390767375757,-0.6729001566106634,1.4008074227410234,0.3042430125352995,1.5842900815015346,1.761587274680283,-0.3859400367006511,-0.6814231238830277,-0.6888270579452038,-1.1429571803794634,True,False,False,False,True,True,False,False,True,False,True,False
16,-1.7218984942956876,-1.2126181341092304,-0.7152859460966897,-0.42740455670064625,0.09265390767375757,0.3037504960621994,-0.772992409131072,-0.8570370963282503,1.5842900815015346,0.647610372911217,-0.3859400367006511,-0.6814231238830277,-1.2490027529085863,-0.9803208447610452,False,False,True,False,False,False,False,False,True,False,False,True
17,-1.7212832009262768,-1.2126181341092304,1.4697709592339467,-0.5472336316582997,-1.32485016896552,0.3037504960621994,-0.048392465173706926,-0.8570370963282503,1.5842900815015346,-1.3018492051846484,-0.3859400367006511,-0.6814231238830277,-0.4087392104635126,-0.41109367009658176,True,False,False,True,False,True,False,True,False,False,False,True
18,-1.7206679075568663,-1.2126181341092304,-0.7152859460966897,-0.3075754817429928,0.09265390767375757,1.2804011487350622,-0.048392465173706926,-0.8570370963282503,1.5842900815015346,2.318575725564816,-0.3859400367006511,-0.6814231238830277,0.43152433198156115,-0.3297755022873727,False,False,True,False,False,True,False,True,False,False,False,True
19,-1.7200526141874557,1.0608681827019937,-0.7152859460966897,0.5312280429605812,0.09265390767375757,-0.6729001566106634,0.6762074787836582,2.239709860641216,1.5842900815015346,0.647610372911217,-0.3859400367006511,0.36060825342655467,-0.4087392104635126,-0.5534004637626976,True,False,True,False,False,False,False,False,True,False,False,False
20,-1.719437320818045,-1.2126181341092304,1.4697709592339467,-0.42740455670064625,0.09265390767375757,1.2804011487350622,-0.048392465173706926,0.3042430125352995,1.5842900815015346,0.647610372911217,2.305886532457755,1.402639630736137,0.7116121794632524,-0.3094459603350704,True,False,True,False,False,True,False,True,False,False,False,False
21,-1.7188220274486343,1.1805253572710055,-0.7152859460966897,1.6096897175794622,0.09265390767375757,-0.6729001566106634,-0.772992409131072,-0.8570370963282503,-0.631197538680691,-1.023354979742382,4.997713101616161,4.181389970228357,0.43152433198156115,0.5240652597093226,True,True,False,False,False,False,False,False,False,False,False,False
22,-1.7182067340792238,-0.1357035629881243,1.4697709592339467,1.4898606426218086,-1.32485016896552,-0.6729001566106634,-0.048392465173706926,-0.8570370963282503,1.5842900815015346,0.9261045983534835,-0.9243053505323323,-0.6814231238830277,-1.2490027529085863,-1.2242753481886726,True,False,False,True,False,True,False,False,True,False,False,True
