,ID,revolutions,humidity,vibration,x1,x2,x3,x4,x5
0,-1.7318776111475085,2.2311489428032396,2.44665910619265,-2.50020649464081,2.256853342024208,2.2000112202023883,2.1810717552579475,2.332048799169547,2.4545697029382687
1,-1.7315312009842627,2.230530499442864,2.44665910619265,-2.50020649464081,2.2562726248070164,2.199350367571307,2.18041342319012,2.331336569774361,2.4545697029382687
2,-1.731184790821017,2.22991205608249,2.444463891578353,-2.50020649464081,2.2555467282855255,2.198854728097996,2.17996358222708,2.330624370770224,2.4523478783467825
3,-1.7308383806577712,2.2292936127221137,2.444463891578353,-2.50020649464081,2.25496601106833,2.1981938754669152,2.1793052379803246,2.329912202157133,2.4523478783467825
4,-1.7304919704945252,2.228829780201832,2.444463891578353,-2.50020649464081,2.254530473155437,2.1976982359936046,2.1788114919741854,2.3293780956414394,2.4523478783467825
5,-1.7301455603312794,2.228211336841456,2.4422686769640247,-2.4919952529518996,2.253804576633946,2.1972025965202935,2.1783616144743547,2.3286659802126826,2.450126083780558
6,-1.7297991501680337,2.227592893481082,2.4422686769640247,-2.4919952529518996,2.25322385941675,2.1965417438892123,2.177703270227599,2.327953895174971,2.450126083780558
7,-1.7294527400047877,2.2269744501207063,2.4422686769640247,-2.4919952529518996,2.2526431421995583,2.1958808912581307,2.177044913801913,2.327241840528309,2.450126083780558
8,-1.729106329841542,2.22635600676033,2.4400734623496962,-2.4919952529518996,2.2519172456780674,2.19538525178482,2.1765950119442197,2.326529816272694,2.4479043192396093
9,-1.7287599196782961,2.225737563399956,2.4400734623496962,-2.4919952529518996,2.2513365284608757,2.194724399153739,2.1759366555185355,2.325817822408127,2.4479043192396093
10,-1.7284135095150504,2.22511912003958,2.4400734623496962,-2.50020649464081,2.2507558112436796,2.1940635465226577,2.1752782990928488,2.3251058589346076,2.4479043192396093
11,-1.7280670993518044,2.2246552875192984,2.437878247735399,-2.4919952529518996,2.250175094026488,2.193733120207117,2.1749929589389843,2.324571906273593,2.445682584723908
12,-1.7277206891885586,2.2240368441589227,2.437878247735399,-2.4919952529518996,2.2495943768092963,2.193072267576036,2.1743345903343694,2.323859995984407,2.445682584723908
13,-1.7273742790253128,2.2234184007985487,2.437878247735399,-2.4919952529518996,2.2490136595921,2.192411414944955,2.1736762339086826,2.323148116086267,2.445682584723908
14,-1.727027868862067,2.2227999574381725,2.4356830331210704,-2.4919952529518996,2.2482877630706093,2.191915775471644,2.1732262711563393,2.3224362665791762,2.4434608802334967
15,-1.726681458698821,2.2221815140777985,2.4356830331210704,-2.4837840112629923,2.2477070458534176,2.191254922840563,2.172567890372793,2.321724447463133,2.4434608802334967
16,-1.7263350485355753,2.2215630707174228,2.4356830331210704,-2.4837840112629923,2.2471263286362215,2.1905940702094813,2.171909521768178,2.3210126587381357,2.4434608802334967
17,-1.7259886383723295,2.2209446273570466,2.433487818506742,-2.4837840112629923,2.2464004321147306,2.19009843073617,2.171459522479044,2.3203009004041872,2.441239205768333
18,-1.7256422282090838,2.220480794836765,2.433487818506742,-2.4837840112629923,2.2459648942018378,2.1896027912628595,2.170965739936117,2.319767101597851,2.441239205768333
19,-1.7252958180458378,2.219862351476391,2.433487818506742,-2.4837840112629923,2.245384176984642,2.1889419386317788,2.170307359152571,2.3190553964482348,2.441239205768333
20,-1.724949407882592,2.219243908116015,2.431292603892445,-2.50020649464081,2.244658280463151,2.1884462991584677,2.1698573355055775,2.318343721689668,2.439017561328431
21,-1.7246029977193462,2.218625464755639,2.431292603892445,-2.4837840112629923,2.2440775632459595,2.1877854465273865,2.1691989425430998,2.317632077322147,2.439017561328431
22,-1.7242565875561005,2.218007021395265,2.431292603892445,-2.4837840112629923,2.2434968460287674,2.1871245938963053,2.168540549580625,2.3169204633456753,2.439017561328431
23,-1.7239101773928545,2.217388578034889,2.431292603892445,-2.4837840112629923,2.2429161288115718,2.186463741265224,2.167882156618148,2.316208879760249,2.439017561328431
24,-1.7235637672296087,2.216770134674513,2.4290973892781165,-2.4837840112629923,2.242190232290081,2.185968101791913,2.167432108613295,2.3154973265658723,2.4367959469138047
25,-1.723217357066363,2.2163063021542313,2.4290973892781165,-2.475572769574082,2.241754694377188,2.1854724623186024,2.1669383017125057,2.3149636816142145,2.4367959469138047
26,-1.7228709469031172,2.2156878587938573,2.4290973892781165,-2.475572769574082,2.241173977159992,2.1848116096875208,2.1662798965711,2.31425218160417,2.4367959469138047
27,-1.7225245367398712,2.2150694154334816,2.426902174663788,-2.475572769574082,2.2404480806385014,2.18431597021421,2.165829812029456,2.3135407119851727,2.43457436252444
28,-1.7221781265766254,2.2144509720731054,2.426902174663788,-2.475572769574082,2.2398673634213093,2.1836551175831294,2.1651714068880503,2.3128292727572233,2.43457436252444
29,-1.7218317164133796,2.2138325287127314,2.426902174663788,-2.475572769574082,2.2392866462041177,2.1829942649520477,2.164513001746642,2.312117863920323,2.43457436252444
30,-1.7214853062501339,2.213214085352355,2.4247069600494906,-2.50020649464081,2.2385607496826228,2.182498625478737,2.164062880668207,2.311406485474468,2.432352808160351
31,-1.7211388960868879,2.2125956419919794,2.4247069600494906,-2.475572769574082,2.237980032465431,2.181837772847656,2.1634044633478733,2.310695137419661,2.432352808160351
32,-1.720792485923642,2.212131809471698,2.4247069600494906,-2.475572769574082,2.2375444945525382,2.1813421333743452,2.1629106442681554,2.310161646322682,2.432352808160351
33,-1.7204460757603963,2.211513366111324,2.422511745435162,-2.475572769574082,2.2368185980310433,2.180846493901034,2.1624604988318588,2.3094503514522087,2.4301312838215097
34,-1.7200996655971506,2.210894922750948,2.422511745435162,-2.475572769574082,2.236237880813851,2.180185641269953,2.1618020815115218,2.308739086972783,2.4301312838215097
35,-1.7197532554339046,2.2102764793905716,2.422511745435162,-2.4673615278851746,2.2356571635966596,2.1795247886388713,2.1611436520122567,2.3080278528844045,2.4301312838215097
36,-1.7194068452706588,2.209658036030198,2.4203165308208336,-2.4673615278851746,2.2349312670751686,2.1790291491655607,2.160693470039172,2.307316649187074,2.427909789507944
37,-1.719060435107413,2.209039592669822,2.4203165308208336,-2.4673615278851746,2.2343505498579725,2.17836829653448,2.1600350405399036,2.3066054758807906,2.427909789507944
38,-1.7187140249441673,2.2084211493094457,2.4203165308208336,-2.4673615278851746,2.233769832640781,2.1777074439033983,2.1593765988617073,2.305894332965555,2.427909789507944
39,-1.7183676147809213,2.207957316789164,2.4181213162065363,-2.4673615278851746,2.233189115423589,2.1773770175878577,2.1590910029503108,2.3053609957232544,2.42568832521964
40,-1.7180212046176755,2.20733887342879,2.4181213162065363,-2.50020649464081,2.232608398206393,2.1767161649567766,2.158432561272114,2.304649905992352,2.42568832521964
41,-1.7176747944544297,2.2067204300684145,2.4181213162065363,-2.4673615278851746,2.2320276809892015,2.176055312325696,2.1577741195939177,2.303938846652496,2.42568832521964
42,-1.717328384291184,2.2061019867080383,2.415926101592208,-2.4673615278851746,2.2313017844677105,2.1755596728523847,2.157323888905111,2.3032278177036893,2.4234668909566115
